Group / Section Info,Room-Sharing Groups,Sections
sim_350 (BLOCK 5) (ROOM 203) (3 STUDENTS) (1 SECTIONS),0 groups:,COMPUTER PROGRAMMING 12 AI and (MCMPR12AI-_1)
sim_191 (BLOCK 5) (ROOM 205A) (17 STUDENTS) (1 SECTIONS),0 groups:,PHYSICAL GEOGRAPHY 12 (MPGEO12---_1)
sim_61 (BLOCK 5) (ROOM 205B) (20 STUDENTS) (2 SECTIONS),0 groups:,"SPANISH 11 (MSP--11---_2), SPANISH 12 (MSP--12---_2)"
sim_79 (BLOCK 5) (ROOM 207A) (30 STUDENTS) (1 SECTIONS),0 groups:,ADST – ENTREPRENEURSHIP AND MARKETING 10 (MADEM10---_2)
sim_179 (BLOCK 5) (ROOM 207B) (30 STUDENTS) (1 SECTIONS),0 groups:,LAW STUDIES 12 (MLST-12---_4)
sim_116 (BLOCK 5) (ROOM 208) (16 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 11 (MCMPS11---_5)
sim_254 (BLOCK 5) (ROOM 209) (19 STUDENTS) (1 SECTIONS),0 groups:,20th CENTURY WORLD HISTORY 12 (MWH--12---_1)
sim_175 (BLOCK 5) (ROOM 211) (21 STUDENTS) (1 SECTIONS),0 groups:,LIFE SCIENCES 11 (MLFSC11---_5)
sim_185 (BLOCK 5) (ROOM 212) (16 STUDENTS) (1 SECTIONS),0 groups:,MATHEMATICS 9 (MMA--09---_3)
sim_187 (BLOCK 5) (ROOM 214) (15 STUDENTS) (1 SECTIONS),0 groups:,MATHEMATICS 9 CHALLENGE (MMA--09C--_1)
sim_171 (BLOCK 5) (ROOM 216) (20 STUDENTS) (1 SECTIONS),0 groups:,LIFE SCIENCES 11 (MLFSC11---_1)
sim_172 (BLOCK 5) (ROOM 219) (23 STUDENTS) (1 SECTIONS),0 groups:,LIFE SCIENCES 11 (MLFSC11---_2)
sim_186 (BLOCK 5) (ROOM 220) (30 STUDENTS) (1 SECTIONS),0 groups:,MATHEMATICS 9 (MMA--09---_4)
sim_188 (BLOCK 5) (ROOM 221) (17 STUDENTS) (1 SECTIONS),0 groups:,MATHEMATICS 9 CHALLENGE (MMA--09C--_2)
sim_151 (BLOCK 5) (ROOM 222) (14 STUDENTS) (1 SECTIONS),0 groups:,ENVIRONMENTAL SCIENCE 11 (MEVSC11---_2)
sim_84 (BLOCK 5) (ROOM 223) (24 STUDENTS) (1 SECTIONS),0 groups:,ANATOMY AND PHYSIOLOGY 12 (MATPH12---_5)
sim_198 (BLOCK 5) (ROOM 225) (24 STUDENTS) (1 SECTIONS),0 groups:,PHYSICS 12 (MPH--12---_1)
sim_174 (BLOCK 5) (ROOM 226) (16 STUDENTS) (1 SECTIONS),0 groups:,LIFE SCIENCES 11 (MLFSC11---_4)
sim_93 (BLOCK 5) (ROOM 227) (24 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 11 (MCH--11---_6)
sim_145 (BLOCK 5) (ROOM A-2) (7 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH STUDIES 12 CHALLENGE (MENST12C--_1)
sim_31 (BLOCK 5) (ROOM A-3) (22 STUDENTS) (2 SECTIONS),0 groups:,"ECONOMICS 12 (MEC--12---_2), E-COMMERCE 12 (MECOM12---_2)"
sim_136 (BLOCK 5) (ROOM A-6) (29 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH FIRST PEOPLES 12 (MENFP12---_1)
sim_180 (BLOCK 5) (ROOM A-7) (17 STUDENTS) (1 SECTIONS),0 groups:,LITERARY STUDIES 11 Challenge (MLTST11C--_1)
sim_6 (BLOCK 5) (ROOM NO ROOM FOUND) (24 STUDENTS) (4 SECTIONS),"2 groups: sim_7, sim_255","ADST - Drafting 9 (MADD-09---_1), ADST – DRAFTING 10 (MTDRF10---_1), DRAFTING 11 (MTDRF11---_1), DRAFTING 12 (MTDRF12---_1)"
sim_7 (BLOCK 5) (ROOM NO ROOM FOUND) (18 STUDENTS) (4 SECTIONS),"2 groups: sim_6, sim_255","ADST - Drafting 9 (MADD-09---_2), ADST – DRAFTING 10 (MTDRF10---_2), DRAFTING 11 (MTDRF11---_2), DRAFTING 12 (MTDRF12---_2)"
sim_255 (BLOCK 5) (ROOM NO ROOM FOUND) (30 STUDENTS) (1 SECTIONS),"2 groups: sim_6, sim_7",20th CENTURY WORLD HISTORY 12 (MWH--12---_2)
sim_26 (BLOCK 5) (ROOM Studio) (24 STUDENTS) (3 SECTIONS),0 groups:,"DANCE 9 HIP HOP (MDNC-09H--_1), DANCE CONDITIONING 11 (MDNCN11---_1), DANCE CONDITIONING 12 (MDNCN12---_1)"
sim_47 (BLOCK 5) (ROOM _CHECK THIS THING IDK) (30 STUDENTS) (3 SECTIONS),0 groups:,"OUTDOOR EDUCATION 11 (MODED11---_1), OUTDOOR EDUCATION 12 (MODED12---_1), OUTDOOR EDUCATION 10 (YPR--0BX--_1)"
sim_64 (BLOCK 6) (ROOM 102) (23 STUDENTS) (3 SECTIONS),0 groups:,"AUTOMOTIVE TECHNOLOGY 11 (MTAUT11---_2), AUTOMOTIVE TECHNOLOGY 12 (MTAUT12---_2), ENGINE AND DRIVETRAIN 12 (MTEAD12---_2)"
sim_11 (BLOCK 6) (ROOM 104) (24 STUDENTS) (4 SECTIONS),0 groups:,"ADST - Electronics and Robotics (MADER09---_2), ADST – ELECTRONICS AND ROBOTICS 10 (MTEAR10---_2), ROBOTICS 11 (MTROB11---_2), ROBOTICS 12 (MTROB12---_2)"
sim_74 (BLOCK 6) (ROOM 106) (28 STUDENTS) (1 SECTIONS),0 groups:,AP CALCULUS AB 12 external credential (ACAL-12---_1)
sim_37 (BLOCK 6) (ROOM 107) (15 STUDENTS) (2 SECTIONS),0 groups:,"FRENCH 9 (MFR--09---_1), FRENCH 10 (MFR--10---_1)"
sim_330 (BLOCK 6) (ROOM 108) (3 STUDENTS) (1 SECTIONS),1 groups: sim_331,LEARNING STRATEGIES 12 (YED--2CX--_9)
sim_331 (BLOCK 6) (ROOM 108) (0 STUDENTS) (1 SECTIONS),1 groups: sim_330,LEARNING STRATEGIES 12 (YED--2CX--_10)
sim_326 (BLOCK 6) (ROOM 109) (0 STUDENTS) (1 SECTIONS),0 groups:,LEARNING STRATEGIES 12 (YED--2CX--_5)
sim_72 (BLOCK 6) (ROOM 116) (29 STUDENTS) (4 SECTIONS),0 groups:,"VISUAL ARTS 9 (MVA--09---_3), VISUAL ARTS: ART STUDIO 10 (MVAST10---_3), ART STUDIO 11 (MVAST11---_3), ART STUDIO 12 (MVAST12---_3)"
sim_166 (BLOCK 6) (ROOM 119) (10 STUDENTS) (1 SECTIONS),0 groups:,INSTRUMENTAL MUSIC 12: GUITAR (MIMG-12---_1)
sim_230 (BLOCK 6) (ROOM 121) (30 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL JUSTICE 12 (MSJ--12---_2)
sim_38 (BLOCK 6) (ROOM 122) (21 STUDENTS) (2 SECTIONS),0 groups:,"FRENCH 9 (MFR--09---_2), FRENCH 10 (MFR--10---_2)"
sim_102 (BLOCK 6) (ROOM 201) (20 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 (MCLE-10---_3)
sim_349 (BLOCK 6) (ROOM 203) (24 STUDENTS) (1 SECTIONS),0 groups:,COMPUTER PROGRAMMING 11 AI and (MCMPR11AI-_1)
sim_24 (BLOCK 6) (ROOM 205A) (16 STUDENTS) (2 SECTIONS),0 groups:,"INTRODUCTORY SPANISH 11 (MBSP-11---_2), SPANISH 9 (MSP--09---_2)"
sim_229 (BLOCK 6) (ROOM 205B) (19 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL JUSTICE 12 (MSJ--12---_1)
sim_2 (BLOCK 6) (ROOM 206) (30 STUDENTS) (2 SECTIONS),0 groups:,"ACCOUNTING 11 (MAC--11---_2), ACCOUNTING 12 (MACC-12---_2)"
sim_101 (BLOCK 6) (ROOM 207A) (24 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 (MCLE-10---_2)
sim_208 (BLOCK 6) (ROOM 207B) (16 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 11 (MPREC11---_4)
sim_131 (BLOCK 6) (ROOM 208) (0 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH LANGUAGE ARTS 9 (MEN--09---_5)
sim_104 (BLOCK 6) (ROOM 209) (30 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 (MCLE-10---_5)
sim_210 (BLOCK 6) (ROOM 210) (30 STUDENTS) (1 SECTIONS),0 groups:,PRE-CALCULUS 11 (MPREC11---_6)
sim_223 (BLOCK 6) (ROOM 211) (18 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 9 (MSC--09---_5)
sim_256 (BLOCK 6) (ROOM 214) (15 STUDENTS) (1 SECTIONS),0 groups:,WORKPLACE MATHEMATICS 10 (MWPM-10---_1)
sim_222 (BLOCK 6) (ROOM 216) (21 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 9 (MSC--09---_4)
sim_192 (BLOCK 6) (ROOM 219) (14 STUDENTS) (1 SECTIONS),0 groups:,PHYSICS 11 (MPH--11---_1)
sim_258 (BLOCK 6) (ROOM 220) (15 STUDENTS) (1 SECTIONS),0 groups:,WORKPLACE MATHEMATICS 11 (MWPM-11---_2)
sim_85 (BLOCK 6) (ROOM 221) (30 STUDENTS) (1 SECTIONS),0 groups:,CALCULUS 12 (MCALC12---_1)
sim_100 (BLOCK 6) (ROOM 222) (15 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 (MCLE-10---_1)
sim_224 (BLOCK 6) (ROOM 223) (19 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 9 (MSC--09---_6)
sim_197 (BLOCK 6) (ROOM 225) (23 STUDENTS) (1 SECTIONS),0 groups:,PHYSICS 11 (MPH--11---_6)
sim_221 (BLOCK 6) (ROOM 227) (17 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 9 (MSC--09---_3)
sim_103 (BLOCK 6) (ROOM A-2) (18 STUDENTS) (1 SECTIONS),0 groups:,CAREER LIFE EDUCATION 10 (MCLE-10---_4)
sim_40 (BLOCK 6) (ROOM A-3) (30 STUDENTS) (2 SECTIONS),0 groups:,"FRENCH 11 (MFR--11---_1), FRENCH 12 (MFR--12---_1)"
sim_128 (BLOCK 6) (ROOM A-6) (15 STUDENTS) (1 SECTIONS),0 groups:,ENGLISH LANGUAGE ARTS 9 (MEN--09---_2)
sim_353 (BLOCK 6) (ROOM Gym) (0 STUDENTS) (1 SECTIONS),1 groups: sim_354,PHYSICAL AND HEALTH EDUCATION 9 Football (MPHE-09FB-_1)
sim_354 (BLOCK 6) (ROOM Gym) (13 STUDENTS) (1 SECTIONS),1 groups: sim_353,PHYSICAL AND HEALTH EDUCATION 10 Football (MPHED10FB-_1)
sim_10 (BLOCK 6) (ROOM NO ROOM FOUND) (19 STUDENTS) (4 SECTIONS),"6 groups: sim_65, sim_70, sim_71, sim_219, sim_220, sim_352","ADST - Electronics and Robotics (MADER09---_1), ADST – ELECTRONICS AND ROBOTICS 10 (MTEAR10---_1), ROBOTICS 11 (MTROB11---_1), ROBOTICS 12 (MTROB12---_1)"
sim_65 (BLOCK 6) (ROOM NO ROOM FOUND) (21 STUDENTS) (3 SECTIONS),"6 groups: sim_10, sim_70, sim_71, sim_219, sim_220, sim_352","AUTOMOTIVE TECHNOLOGY 11 (MTAUT11---_3), AUTOMOTIVE TECHNOLOGY 12 (MTAUT12---_3), ENGINE AND DRIVETRAIN 12 (MTEAD12---_3)"
sim_70 (BLOCK 6) (ROOM NO ROOM FOUND) (23 STUDENTS) (4 SECTIONS),"6 groups: sim_10, sim_65, sim_71, sim_219, sim_220, sim_352","VISUAL ARTS 9 (MVA--09---_1), VISUAL ARTS: ART STUDIO 10 (MVAST10---_1), ART STUDIO 11 (MVAST11---_1), ART STUDIO 12 (MVAST12---_1)"
sim_71 (BLOCK 6) (ROOM NO ROOM FOUND) (28 STUDENTS) (4 SECTIONS),"6 groups: sim_10, sim_65, sim_70, sim_219, sim_220, sim_352","VISUAL ARTS 9 (MVA--09---_2), VISUAL ARTS: ART STUDIO 10 (MVAST10---_2), ART STUDIO 11 (MVAST11---_2), ART STUDIO 12 (MVAST12---_2)"
sim_219 (BLOCK 6) (ROOM NO ROOM FOUND) (16 STUDENTS) (1 SECTIONS),"6 groups: sim_10, sim_65, sim_70, sim_71, sim_220, sim_352",SCIENCE 9 (MSC--09---_1)
sim_220 (BLOCK 6) (ROOM NO ROOM FOUND) (13 STUDENTS) (1 SECTIONS),"6 groups: sim_10, sim_65, sim_70, sim_71, sim_219, sim_352",SCIENCE 9 (MSC--09---_2)
sim_352 (BLOCK 6) (ROOM NO ROOM FOUND) (15 STUDENTS) (1 SECTIONS),"6 groups: sim_10, sim_65, sim_70, sim_71, sim_219, sim_220",INSTRUMENTAL MUSIC: GUITAR 10 (MMUGT10---_1)
sim_13 (BLOCK 7) (ROOM 104) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST 9 - General Explorations (Modules) (MADGE09---_2), ENGINEERING 11 (MENR-11---_2), ENGINEERING 12 (MENR-12---_2), ADST-Technology Explorations 10 (MTEXP10---_2)"
sim_15 (BLOCK 7) (ROOM 105) (30 STUDENTS) (4 SECTIONS),0 groups:,"ADST 9 - General Explorations (Modules) (MADGE09---_4), ENGINEERING 11 (MENR-11---_4), ENGINEERING 12 (MENR-12---_4), ADST-Technology Explorations 10 (MTEXP10---_4)"
sim_178 (BLOCK 7) (ROOM 107) (30 STUDENTS) (1 SECTIONS),0 groups:,LAW STUDIES 12 (MLST-12---_3)
sim_302 (BLOCK 7) (ROOM 108) (0 STUDENTS) (1 SECTIONS),1 groups: sim_324,LEARNING STRATEGIES 11 (YED--1DX--_3)
sim_324 (BLOCK 7) (ROOM 108) (7 STUDENTS) (1 SECTIONS),1 groups: sim_302,LEARNING STRATEGIES 12 (YED--2CX--_3)
sim_289 (BLOCK 7) (ROOM 109) (0 STUDENTS) (1 SECTIONS),0 groups:,LEARNING STRATEGIES 10 (YED--0AX--_12)
sim_68 (BLOCK 7) (ROOM 113) (30 STUDENTS) (3 SECTIONS),0 groups:,"VISUAL ARTS: PHOTOGRAPHY 10 (MVAPH10---_1), PHOTOGRAPHY 11 (MVAPH11---_1), PHOTOGRAPHY 12 (MVAPH12---_1)"
sim_245 (BLOCK 7) (ROOM 121) (0 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 10 (MSS--10---_6)
sim_177 (BLOCK 7) (ROOM 122) (28 STUDENTS) (1 SECTIONS),0 groups:,LAW STUDIES 12 (MLST-12---_2)
sim_342 (BLOCK 7) (ROOM 123) (17 STUDENTS) (1 SECTIONS),0 groups:,CRIMINOLOGY 12 (YLAW-2CX--_1)
sim_343 (BLOCK 7) (ROOM 205A) (22 STUDENTS) (1 SECTIONS),0 groups:,CRIMINOLOGY 12 (YLAW-2CX--_2)
sim_244 (BLOCK 7) (ROOM 205B) (17 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 10 (MSS--10---_5)
sim_164 (BLOCK 7) (ROOM 206) (16 STUDENTS) (1 SECTIONS),0 groups:,ADST – FOOD STUDIES 10 (MFOOD10---_2)
sim_345 (BLOCK 7) (ROOM 207A) (23 STUDENTS) (1 SECTIONS),0 groups:,PSYCHOLOGY 11 (YPSYC1AX--_1)
sim_176 (BLOCK 7) (ROOM 207B) (18 STUDENTS) (1 SECTIONS),0 groups:,LAW STUDIES 12 (MLST-12---_1)
sim_347 (BLOCK 7) (ROOM 208) (29 STUDENTS) (1 SECTIONS),0 groups:,PSYCHOLOGY 11 (YPSYC1AX--_3)
sim_240 (BLOCK 7) (ROOM 209) (0 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 10 (MSS--10---_1)
sim_161 (BLOCK 7) (ROOM 210) (22 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATHEMATICS 11 (MFOM-11---_1)
sim_97 (BLOCK 7) (ROOM 211) (24 STUDENTS) (1 SECTIONS),0 groups:,CHEMISTRY 12 (MCH--12---_4)
sim_86 (BLOCK 7) (ROOM 214) (30 STUDENTS) (1 SECTIONS),0 groups:,CALCULUS 12 (MCALC12---_2)
sim_360 (BLOCK 7) (ROOM 216) (13 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10 (MSC--10---_6)
sim_361 (BLOCK 7) (ROOM 219) (13 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10 (MSC--10---_7)
sim_162 (BLOCK 7) (ROOM 220) (30 STUDENTS) (1 SECTIONS),0 groups:,FOUNDATIONS OF MATHEMATICS 11 (MFOM-11---_2)
sim_241 (BLOCK 7) (ROOM 222) (16 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 10 (MSS--10---_2)
sim_82 (BLOCK 7) (ROOM 223) (24 STUDENTS) (1 SECTIONS),0 groups:,ANATOMY AND PHYSIOLOGY 12 (MATPH12---_3)
sim_357 (BLOCK 7) (ROOM 225) (12 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10 (MSC--10---_3)
sim_358 (BLOCK 7) (ROOM 226) (14 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10 (MSC--10---_4)
sim_355 (BLOCK 7) (ROOM 227) (12 STUDENTS) (1 SECTIONS),0 groups:,SCIENCE 10 (MSC--10---_1)
sim_243 (BLOCK 7) (ROOM A-2) (17 STUDENTS) (1 SECTIONS),0 groups:,SOCIAL STUDIES 10 (MSS--10---_4)
sim_344 (BLOCK 7) (ROOM A-3) (29 STUDENTS) (1 SECTIONS),0 groups:,CRIMINOLOGY 12 (YLAW-2CX--_3)
sim_108 (BLOCK 7) (ROOM A-6) (15 STUDENTS) (1 SECTIONS),0 groups:,COMPOSITION 10 (MCMPS10---_2)
sim_122 (BLOCK 7) (ROOM A-7) (15 STUDENTS) (1 SECTIONS),0 groups:,EFP WRITING 10 (MEFWR10---_1)
sim_27 (BLOCK 7) (ROOM NO ROOM FOUND) (13 STUDENTS) (2 SECTIONS),"7 groups: sim_127, sim_132, sim_242, sim_246, sim_260, sim_346, sim_359","DANCE 9 Performance and Technique (MDNC-09PT-_1), DANCE TECHNIQUE AND PERFORMANCE 10 (MDNTP10---_1)"
sim_127 (BLOCK 7) (ROOM NO ROOM FOUND) (30 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_132, sim_242, sim_246, sim_260, sim_346, sim_359",ENGLISH LANGUAGE ARTS 9 (MEN--09---_1)
sim_132 (BLOCK 7) (ROOM NO ROOM FOUND) (30 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_242, sim_246, sim_260, sim_346, sim_359",ENGLISH LANGUAGE ARTS 9 (MEN--09---_6)
sim_242 (BLOCK 7) (ROOM NO ROOM FOUND) (0 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_132, sim_246, sim_260, sim_346, sim_359",SOCIAL STUDIES 10 (MSS--10---_3)
sim_246 (BLOCK 7) (ROOM NO ROOM FOUND) (15 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_132, sim_242, sim_260, sim_346, sim_359",SOCIAL STUDIES 10 (MSS--10---_7)
sim_260 (BLOCK 7) (ROOM NO ROOM FOUND) (26 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_132, sim_242, sim_246, sim_346, sim_359",CONCERT BAND 9 - Guitar (XBA--09G--_1)
sim_346 (BLOCK 7) (ROOM NO ROOM FOUND) (25 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_132, sim_242, sim_246, sim_260, sim_359",PSYCHOLOGY 11 (YPSYC1AX--_2)
sim_359 (BLOCK 7) (ROOM NO ROOM FOUND) (12 STUDENTS) (1 SECTIONS),"7 groups: sim_27, sim_127, sim_132, sim_242, sim_246, sim_260, sim_346",SCIENCE 10 (MSC--10---_5)
sim_25 (BLOCK 7) (ROOM Studio) (27 STUDENTS) (4 SECTIONS),0 groups:,"DANCE FOUNDATIONS 10 (MDCF-10---_1), DANCE FOUNDATIONS 11 (MDCF-11---_1), DANCE FOUNDATIONS 12 (MDCF-12---_1), DANCE 9 Foundations (MDNC-09F--_1)"
