Student,Block 0,Block 1,Block 2,Block 3,Block 4,Block 5,Block 6,Block 7
1213,,,MTAUT12---,,MPH--12---,MENR-12---,MENFP12---,MCALC12---
1214,YED--2FX-L,,,MPREC12---,MLST-12---,MIMCB12--L,,AELC-12---
1215,YED--2FX-L,,,,,MENST12---,MENFP12---,MATPH12---
1216,,,,MPREC12H--,MPH--12---,MENST12---,,ACAL-12---
1217,YED--2FX-L,,MTROB12---,MPREC12---,,MENST12---,,APHM-12---
1218,YPSYC1AX--,,,,MLFSC11---,MFR--12---,,
1219,YPSYC1AX--,,,MPREC12---,MLTST12---,,MCMCL12---,AELC-12---
1220,,,,,MPH--12---,MFOOD12---,MENFP12---,MATPH12---
1221,,,MTDRF12---,MPREC12H--,MMUOR12S-L,MENST12C--,,ACAL-12---
1222,YLAW-2CX--,YCPA-2AX-L,,MPREC12---,MMEDD12---,MENST12---,MDMD-12D--,APHM-12---
1223,,,,MPREC12---,MPGEO12---,MENST12---,MDRM-12---,MATPH12---
1224,YED--2FX-L,,MVAST12---,MPREC12---,MPH--12---,MENST12---,MDNC-12--L,MATPH12---
1225,YESFL1CX--,,MVAST12---,,,MFOOD12---,MDNC-12--L,MATPH12---
1226,,,,MPREC12---,MLTST12---,MLFSC11---,,AELC-12---
1227,,,MVAST12---,MPREC11---,MLFSC11---,MENST12---,,
1228,YED--2DX-L,YCPA-2AX-L,MTAUT12---,MPREC12H--,MLTST12---,,,AELC-12---
1229,,,,MPREC12---,MPH--12---,MENST12---,,MATPH12---
1230,YED--2CX--,,MVAPH11---,MSJ--12---,MLST-12---,MENST12---,,MCLC-12--L
1231,,,MTXT-12---,,,MENST12---,MCMCL12---,MATPH12---
1232,YED--2CX--,,,,,MENST12---,,MCLC-12---
1233,YHRA-2AX--,MWWK-12---,MTDRF12---,MPREC12---,MPH--11---,,MENFP12---,MACLV12---
1234,,MWH--12---,,MPREC12H--,MMACS11---,,MENFP12---,MCALC12---
1235,YED--2FX-L,,,MPREC12---,MLTST12---,,MDRM-12---,AELC-12---
1236,YLRA-2AX-L,,MTXT-12---,MPREC12---,,MENST12---,MDNC-12--L,MATPH12---
1237,YLRA-2AX-L,,MTAUT12---,MPREC12---,MPH--12---,MENST12C--,MEC--12---,MCALC12---
1238,,,MTAUT12---,,MPGEO12---,MENR-12---,,MCALC12---
1239,YED--2DX-L,,,MPREC12H--,,MENST12C--,,ACAL-12---
1240,YLAW-2CX--,,,MPREC12---,MLST-12---,,MCMCL12---,MAC--11---
1241,YPSYC1AX--,MWH--12---,,MPREC12H--,MLTST12---,MIMJB12--L,,AELC-12---
1242,,MWH--12---,,,MLST-12---,MENST12---,,MCLC-12---
1243,,MWWK-12---,MTAUT12---,,,MEPSS11---,MENFP12---,MCLC-12--L
1244,,,,MPREC12H--,MLST-12---,,MENFP12---,ASTA-12---
1245,,MWWK-12---,MTAUT12---,,MMEDD12---,MFOOD12---,MENFP12---,MACLV12---
1246,YPA--2CX--,MWEX-2A--L,,MSJ--12---,,MENT-12---,MENFP12---,MACLV12---
1247,YPSYC1AX--,,MTAUT12---,MPREC12---,MLST-12---,MENST12---,MEC--12---,MAC--11---
